GC_ID;Project-paragraaf;AANTAL;ARTIKEL_GC_ID;ARTIKEL_OMSCHRIJVING;ARTIKELKLASSE;GC_OMSCHRIJVING
264159;22PPR0224-023;39;7324909;ABB AARDL.AUT. 1P+N C KAR 16A 30MA 6KA;Aardlekautomaat;V: Verdelers ABB
264159;22PPR0224-023;12;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers ABB
264159;22PPR0224-023;21;7522568;SN201 B16 ABB INST.AUT.1P+N 6-10KA B 16A;Installatieautomaat;V: Verdelers ABB
264159;22PPR0224-023;4;7348769;ABB TZ107 FLENSPLAAT BLIND;Invoerplaat voor op sparing kast/lessenaar;V: Verdelers ABB
264159;22PPR0224-023;4;7348761;MBG423 ABB MONTAGEKIT VELD DIN SLEUF;Inbouwunit leeg;V: Verdelers ABB
264159;22PPR0224-023;4;7348763;ABB WR-MONT.PROF. 1200MM ZW374;Profiel voor kast/lessenaar;V: Verdelers ABB
264159;22PPR0224-023;22;7855950;PHOE PTTB 2,5 VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
264159;22PPR0224-023;62;7893199;PHOE PTTB 2,5-L/N VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
264159;22PPR0224-023;17;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
264160;22PPR0224-024;1;7348769;ABB TZ107 FLENSPLAAT BLIND;Invoerplaat voor op sparing kast/lessenaar;V: Verdelers ABB
264160;22PPR0224-024;1;7301028;OUNE AANSLUIT-/AFTAKKLEM 0047;Verbindingsrijgklem;V: Verdelers ABB
264160;22PPR0224-024;1;7375835;ABB LASTSCH AAN-UIT SCHAK ROOD4POLIG40A;Inbouwschakelaar modulair;V: Verdelers ABB
264160;22PPR0224-024;1;7501619;ABB MONTKIT VV DINSLEUF MBG414;Inbouwunit leeg;V: Verdelers ABB
264160;22PPR0224-024;1;6413546;ESKV40 WIS KABELWARTEL M40 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264160;22PPR0224-024;1;6413132;EMUG40 WIS CONTRAMOER M40 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264160;22PPR0224-024;1;7907468;ABB ZWENKGREEP TZ510;Deursluiting voor kast/lessenaar;V: Verdelers ABB
264160;22PPR0224-024;1;7321924;ABB ZW59P2 UNI.VERST.MONT.BEUG.SET;Montagetoebehoren voor kast/lessenaar;V: Verdelers ABB
264160;22PPR0224-024;1;7909335;ABB AFSCHERMSET 1B 4RE;Afdekprofiel voor kast/lessenaar;V: Verdelers ABB
264160;22PPR0224-024;1;7909326;ABB WANDKAST IP55 TG104G;Installatiekast leeg;V: Verdelers ABB
264160;22PPR0224-024;1;7320053;ABB DIN PROF 35X15 B1;Omega / G rail;V: Verdelers ABB
264160;22PPR0224-024;1;7808027;138574 EAT CILLINDERSLOT PHZ-E10/30-U;Binnenwerk slot voor kast/lessenaar;V: Verdelers ABB
264160;22PPR0224-024;1;7348762;ABB ZL8 AARDINGSSET KASTEN;Litze;V: Verdelers ABB
264160;22PPR0224-024;1;2859181;PHOE VAL-MS 320/3+1/FM;Netoverspanningsbeveiliging;V: Verdelers ABB
264160;22PPR0224-024;2;7374275;PS 4/12NA ABB VERZAMELRAIL L1N 12 MOD;Kamrail;V: Verdelers ABB
264160;22PPR0224-024;2;7501116;ABB ZW370 WR-MONTAGEPROFIEL 600MM;Profiel voor kast/lessenaar;V: Verdelers ABB
264160;22PPR0224-024;9;6413108;EMUG20 WIS CONTRAMOER M20 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264160;22PPR0224-024;9;6413512;ESKV20 WIS KABELWARTEL M20 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264160;22PPR0224-024;8;7324909;ABB AARDL.AUT. 1P+N C KAR 16A 30MA 6KA;Aardlekautomaat;V: Verdelers ABB
264160;22PPR0224-024;4;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers ABB
264160;22PPR0224-024;7;KLEIN;Kleinmateriaal;;V: Verdelers ABB
264160;22PPR0224-024;8;7893199;PHOE PTTB 2,5-L/N VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
264160;22PPR0224-024;3;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
264161;22PPR0224-025;8;6413520;ESKV25 WIS KABELWARTEL M25 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264161;22PPR0224-025;1;6413140;EMUG50 WIS CONTRAMOER M50 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264161;22PPR0224-025;1;7907468;ABB ZWENKGREEP TZ510;Deursluiting voor kast/lessenaar;V: Verdelers ABB
264161;22PPR0224-025;1;OVK1WR0750;OVK PE-unirail 1xWohner WR0750 Cu 20x5. L=748mm;;V: Verdelers ABB
264161;22PPR0224-025;1;7629091;HAGER VERDDELERKLEM 4P 125A;Inbouwunit met verdeelklemmen;V: Verdelers ABB
264161;22PPR0224-025;1;7909340;ABB 2CPX010641R9999 AFSCHERMSET 3B 6RE;Afdekprofiel voor kast/lessenaar;V: Verdelers ABB
264161;22PPR0224-025;1;7909331;ABB TG306G KAST 950X800X225 IP55;Installatiekast leeg;V: Verdelers ABB
264161;22PPR0224-025;1;7808027;138574 EAT CILLINDERSLOT PHZ-E10/30-U;Binnenwerk slot voor kast/lessenaar;V: Verdelers ABB
264161;22PPR0224-025;1;7348762;ABB ZL8 AARDINGSSET KASTEN;Litze;V: Verdelers ABB
264161;22PPR0224-025;1;2859181;PHOE VAL-MS 320/3+1/FM;Netoverspanningsbeveiliging;V: Verdelers ABB
264161;22PPR0224-025;2;7501894;ABB MBG412 MONTAGEKIT V VELD+DIN SL.;Inbouwunit leeg;V: Verdelers ABB
264161;22PPR0224-025;2;7348773;ABB MBG422 MONTAGEKIT V VELD+DIN SL.;Inbouwunit leeg;V: Verdelers ABB
264161;22PPR0224-025;2;7508260;SC203 C16 NA ABB INST.AUTOM.CB 3P+N C 16A;Installatieautomaat;V: Verdelers ABB
264161;22PPR0224-025;2;7508260;SC203 C16 NA ABB INST.AUTOM.CB 3P+N C 16A;Installatieautomaat;V: Verdelers ABB
264161;22PPR0224-025;2;7348771;TZ601 ABB MONTAGERAIL TBV TG;Montagetoebehoren voor kast/lessenaar;V: Verdelers ABB
264161;22PPR0224-025;2;7348772;TZ604 ABB MONTAGEPROFIEL HOUDER WR/E;Montagetoebehoren voor kast/lessenaar;V: Verdelers ABB
264161;22PPR0224-025;24;6413108;EMUG20 WIS CONTRAMOER M20 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264161;22PPR0224-025;8;6413116;EMUG25 WIS CONTRAMOER M25 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264161;22PPR0224-025;24;6413512;ESKV20 WIS KABELWARTEL M20 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264161;22PPR0224-025;1;6413553;ESKV50 WIS KABELWARTEL M50 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264161;22PPR0224-025;0,75;1932;01932 WOHN AANSLUITKLEM;Aansluitrail;V: Verdelers ABB
264161;22PPR0224-025;18;7324909;ABB AARDL.AUT. 1P+N C KAR 16A 30MA 6KA;Aardlekautomaat;V: Verdelers ABB
264161;22PPR0224-025;9;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers ABB
264161;22PPR0224-025;9;7522568;SN201 B16 ABB INST.AUT.1P+N 6-10KA B 16A;Installatieautomaat;V: Verdelers ABB
264161;22PPR0224-025;3;7374275;PS 4/12NA ABB VERZAMELRAIL L1N 12 MOD;Kamrail;V: Verdelers ABB
264161;22PPR0224-025;3;7348769;ABB TZ107 FLENSPLAAT BLIND;Invoerplaat voor op sparing kast/lessenaar;V: Verdelers ABB
264161;22PPR0224-025;4;7320046;ABB ENERGIEMETER 3F DIRECT 65A 230/400V;Elektriciteitsmeter;V: Verdelers ABB
264161;22PPR0224-025;4;7348775;ABB WR-MONTPROFIEL 900MM ZW372;Profiel voor kast/lessenaar;V: Verdelers ABB
264161;22PPR0224-025;20;KLEIN;Kleinmateriaal;;V: Verdelers ABB
264161;22PPR0224-025;8;7855950;PHOE PTTB 2,5 VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
264161;22PPR0224-025;29;7893199;PHOE PTTB 2,5-L/N VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
264161;22PPR0224-025;7;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
264161;22PPR0224-025;1;7508237;PS 4/12/16 ABB VERZAMELRAIL;Kamrail;V: Verdelers ABB
264161;22PPR0224-025;1;7507239;0935.112 ABB AANSLUITRAIL 3-FASE 12 MOD;Kamrail;V: Verdelers ABB
264161;22PPR0224-025;1;7375850;SD 204/63R ABB HOOFDSCHAK. ROOD 4P 63A;Inbouwschakelaar modulair;V: Verdelers ABB
264161;22PPR0224-025;1;7301028;OUNE AANSLUIT-/AFTAKKLEM 0047;Verbindingsrijgklem;V: Verdelers ABB
264161;22PPR0224-025;1;7522493;SN201 B 6 ABB INST.AUT.1P+N 6-10KA B 6A;Installatieautomaat;V: Verdelers ABB
264161;22PPR0224-025;1;7500096;MBK107 ABB MONT-KIT TBV RIJGKL;Inbouwunit leeg;V: Verdelers ABB
264161;22PPR0224-025;1;7500084;MBK207 ABB MONTAGEKIT ZONDER SLEUF;Inbouwunit leeg;V: Verdelers ABB
264162;22PPR0224-026;18;KLEIN;Kleinmateriaal;;V: Verdelers ABB
264162;22PPR0224-026;16;7893199;PHOE PTTB 2,5-L/N VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
264162;22PPR0224-026;4;7855950;PHOE PTTB 2,5 VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
264162;22PPR0224-026;12;7893208;PHOE PTTB 4 KLEM;Verbindingsrijgklem;V: Verdelers ABB
264162;22PPR0224-026;49;3211793;PHOE PTTB 4 BU KLEM BLAUW;Verbindingsrijgklem;V: Verdelers ABB
264162;22PPR0224-026;3;7892832;PT 6 PHO PT 6 AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
264162;22PPR0224-026;7;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
264162;22PPR0224-026;1;7508237;PS 4/12/16 ABB VERZAMELRAIL;Kamrail;V: Verdelers ABB
264162;22PPR0224-026;1;7301028;OUNE AANSLUIT-/AFTAKKLEM 0047;Verbindingsrijgklem;V: Verdelers ABB
264162;22PPR0224-026;1;7892833;PT 6 BU PHO PT 6 BU;Verbindingsrijgklem;V: Verdelers ABB
264162;22PPR0224-026;1;3211793;PHOE PTTB 4 BU KLEM BLAUW;Verbindingsrijgklem;V: Verdelers ABB
264162;22PPR0224-026;1;7508385;ABB E 204/100R AAN-UIT SCHAKELAAR;Inbouwschakelaar modulair;V: Verdelers ABB
264162;22PPR0224-026;1;3174281;ABB SC203-C32NA INST.AUT. 3P+N 32A C-KAR;Installatieautomaat;V: Verdelers ABB
264162;22PPR0224-026;1;7522493;SN201 B 6 ABB INST.AUT.1P+N 6-10KA B 6A;Installatieautomaat;V: Verdelers ABB
264162;22PPR0224-026;1;7500096;MBK107 ABB MONT-KIT TBV RIJGKL;Inbouwunit leeg;V: Verdelers ABB
264162;22PPR0224-026;1;7500084;MBK207 ABB MONTAGEKIT ZONDER SLEUF;Inbouwunit leeg;V: Verdelers ABB
264162;22PPR0224-026;1;6413553;ESKV50 WIS KABELWARTEL M50 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264162;22PPR0224-026;1;6413140;EMUG50 WIS CONTRAMOER M50 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264162;22PPR0224-026;1;7907468;ABB ZWENKGREEP TZ510;Deursluiting voor kast/lessenaar;V: Verdelers ABB
264162;22PPR0224-026;1;OVK1WR0750;OVK PE-unirail 1xWohner WR0750 Cu 20x5. L=748mm;;V: Verdelers ABB
264162;22PPR0224-026;1;7629091;HAGER VERDDELERKLEM 4P 125A;Inbouwunit met verdeelklemmen;V: Verdelers ABB
264162;22PPR0224-026;1;8287489;ABB 2CPX010641R9999 AFSCHERMSET 3B 6RE;Afdekprofiel voor kast/lessenaar;V: Verdelers ABB
264162;22PPR0224-026;1;7909331;ABB TG306G KAST 950X800X225 IP55;Installatiekast leeg;V: Verdelers ABB
264162;22PPR0224-026;1;7320046;ABB ENERGIEMETER 3F DIRECT 65A 230/400V;Elektriciteitsmeter;V: Verdelers ABB
264162;22PPR0224-026;1;7808027;138574 EAT CILLINDERSLOT PHZ-E10/30-U;Binnenwerk slot voor kast/lessenaar;V: Verdelers ABB
264162;22PPR0224-026;1;7348762;ABB ZL8 AARDINGSSET KASTEN;Litze;V: Verdelers ABB
264162;22PPR0224-026;1;2859181;PHOE VAL-MS 320/3+1/FM;Netoverspanningsbeveiliging;V: Verdelers ABB
264162;22PPR0224-026;2;7374275;PS 4/12NA ABB VERZAMELRAIL L1N 12 MOD;Kamrail;V: Verdelers ABB
264162;22PPR0224-026;2;7507239;0935.112 ABB AANSLUITRAIL 3-FASE 12 MOD;Kamrail;V: Verdelers ABB
264162;22PPR0224-026;2;7501894;ABB MBG412 MONTAGEKIT V VELD+DIN SL.;Inbouwunit leeg;V: Verdelers ABB
264162;22PPR0224-026;2;7348773;ABB MBG422 MONTAGEKIT V VELD+DIN SL.;Inbouwunit leeg;V: Verdelers ABB
264162;22PPR0224-026;2;7320046;ABB ENERGIEMETER 3F DIRECT 65A 230/400V;Elektriciteitsmeter;V: Verdelers ABB
264162;22PPR0224-026;2;7508260;SC203 C16 NA ABB INST.AUTOM.CB 3P+N C 16A;Installatieautomaat;V: Verdelers ABB
264162;22PPR0224-026;2;7348771;TZ601 ABB MONTAGERAIL TBV TG;Montagetoebehoren voor kast/lessenaar;V: Verdelers ABB
264162;22PPR0224-026;2;7348772;TZ604 ABB MONTAGEPROFIEL HOUDER WR/E;Montagetoebehoren voor kast/lessenaar;V: Verdelers ABB
264162;22PPR0224-026;8;5ST37711;SIEM AANSLUITKLEM  5ST3771-1;Toebehoren voor stroomrail;V: Verdelers ABB
264162;22PPR0224-026;17;6413108;EMUG20 WIS CONTRAMOER M20 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264162;22PPR0224-026;16;6413116;EMUG25 WIS CONTRAMOER M25 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264162;22PPR0224-026;17;6413512;ESKV20 WIS KABELWARTEL M20 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264162;22PPR0224-026;16;6413520;ESKV25 WIS KABELWARTEL M25 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264162;22PPR0224-026;0,75;1932;01932 WOHN AANSLUITKLEM;Aansluitrail;V: Verdelers ABB
264162;22PPR0224-026;11;7324909;ABB AARDL.AUT. 1P+N C KAR 16A 30MA 6KA;Aardlekautomaat;V: Verdelers ABB
264162;22PPR0224-026;10;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers ABB
264162;22PPR0224-026;16;7522568;SN201 B16 ABB INST.AUT.1P+N 6-10KA B 16A;Installatieautomaat;V: Verdelers ABB
264162;22PPR0224-026;3;7348769;ABB TZ107 FLENSPLAAT BLIND;Invoerplaat voor op sparing kast/lessenaar;V: Verdelers ABB
264162;22PPR0224-026;4;7348775;ABB WR-MONTPROFIEL 900MM ZW372;Profiel voor kast/lessenaar;V: Verdelers ABB
264163;22PPR0224-027;9;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers ABB
264163;22PPR0224-027;1;7301028;OUNE AANSLUIT-/AFTAKKLEM 0047;Verbindingsrijgklem;V: Verdelers ABB
264163;22PPR0224-027;1;7616840;6042812 EAT DOORVERB.VL 18MM 4PIN GEIS;Kamrail;V: Verdelers ABB
264163;22PPR0224-027;1;7508237;PS 4/12/16 ABB VERZAMELRAIL;Kamrail;V: Verdelers ABB
264163;22PPR0224-027;1;7507239;0935.112 ABB AANSLUITRAIL 3-FASE 12 MOD;Kamrail;V: Verdelers ABB
264163;22PPR0224-027;1;7375850;SD 204/63R ABB HOOFDSCHAK. ROOD 4P 63A;Inbouwschakelaar modulair;V: Verdelers ABB
264163;22PPR0224-027;1;7508286;ABB SC203-C25NA INST.AUT. 3P+N 25A C-KAR;Installatieautomaat;V: Verdelers ABB
264163;22PPR0224-027;1;7522493;SN201 B 6 ABB INST.AUT.1P+N 6-10KA B 6A;Installatieautomaat;V: Verdelers ABB
264163;22PPR0224-027;1;7500096;MBK107 ABB MONT-KIT TBV RIJGKL;Inbouwunit leeg;V: Verdelers ABB
264163;22PPR0224-027;1;7500084;MBK207 ABB MONTAGEKIT ZONDER SLEUF;Inbouwunit leeg;V: Verdelers ABB
264163;22PPR0224-027;1;6413553;ESKV50 WIS KABELWARTEL M50 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264163;22PPR0224-027;1;6413140;EMUG50 WIS CONTRAMOER M50 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264163;22PPR0224-027;1;7907468;ABB ZWENKGREEP TZ510;Deursluiting voor kast/lessenaar;V: Verdelers ABB
264163;22PPR0224-027;1;OVK1WR0750;OVK PE-unirail 1xWohner WR0750 Cu 20x5. L=748mm;;V: Verdelers ABB
264163;22PPR0224-027;1;7629091;HAGER VERDDELERKLEM 4P 125A;Inbouwunit met verdeelklemmen;V: Verdelers ABB
264163;22PPR0224-027;1;7909340;ABB 2CPX010641R9999 AFSCHERMSET 3B 6RE;Afdekprofiel voor kast/lessenaar;V: Verdelers ABB
264163;22PPR0224-027;1;7909340;ABB 2CPX010641R9999 AFSCHERMSET 3B 6RE;Afdekprofiel voor kast/lessenaar;V: Verdelers ABB
264163;22PPR0224-027;1;7909331;ABB TG306G KAST 950X800X225 IP55;Installatiekast leeg;V: Verdelers ABB
264163;22PPR0224-027;1;503904;WAGO 243-204 MICRO LASKLEM D.GR;Lasklem;V: Verdelers ABB
264163;22PPR0224-027;1;503938;WAGO 243-804 MICRO LASKLEM ROOD;Lasklem;V: Verdelers ABB
264163;22PPR0224-027;1;6307409;WAGO 243-504 MICRO LASKLEM GEEL;Lasklem;V: Verdelers ABB
264163;22PPR0224-027;1;6307383;WAGO 243-304 MICRO LASKLEM GRIJ;Lasklem;V: Verdelers ABB
264163;22PPR0224-027;1;3654761;WAGO 243-112 BEV.ADAPTER / 4 ML;Toebehoren voor klemmen;V: Verdelers ABB
264163;22PPR0224-027;1;7808027;138574 EAT CILLINDERSLOT PHZ-E10/30-U;Binnenwerk slot voor kast/lessenaar;V: Verdelers ABB
264163;22PPR0224-027;1;7348762;ABB ZL8 AARDINGSSET KASTEN;Litze;V: Verdelers ABB
264163;22PPR0224-027;1;2859181;PHOE VAL-MS 320/3+1/FM;Netoverspanningsbeveiliging;V: Verdelers ABB
264163;22PPR0224-027;2;7374275;PS 4/12NA ABB VERZAMELRAIL L1N 12 MOD;Kamrail;V: Verdelers ABB
264163;22PPR0224-027;2;7501894;ABB MBG412 MONTAGEKIT V VELD+DIN SL.;Inbouwunit leeg;V: Verdelers ABB
264163;22PPR0224-027;2;7348773;ABB MBG422 MONTAGEKIT V VELD+DIN SL.;Inbouwunit leeg;V: Verdelers ABB
264163;22PPR0224-027;2;6413520;ESKV25 WIS KABELWARTEL M25 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264163;22PPR0224-027;2;7320046;ABB ENERGIEMETER 3F DIRECT 65A 230/400V;Elektriciteitsmeter;V: Verdelers ABB
264163;22PPR0224-027;2;7508260;SC203 C16 NA ABB INST.AUTOM.CB 3P+N C 16A;Installatieautomaat;V: Verdelers ABB
264163;22PPR0224-027;2;7348771;TZ601 ABB MONTAGERAIL TBV TG;Montagetoebehoren voor kast/lessenaar;V: Verdelers ABB
264163;22PPR0224-027;2;7348772;TZ604 ABB MONTAGEPROFIEL HOUDER WR/E;Montagetoebehoren voor kast/lessenaar;V: Verdelers ABB
264163;22PPR0224-027;13;6413116;EMUG25 WIS CONTRAMOER M25 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264163;22PPR0224-027;11;6413116;EMUG25 WIS CONTRAMOER M25 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264163;22PPR0224-027;15;1036312;EMUG20 WIS CONTRAMOER M20 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264163;22PPR0224-027;11;6413520;ESKV25 WIS KABELWARTEL M25 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264163;22PPR0224-027;25;6413512;ESKV20 WIS KABELWARTEL M20 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264163;22PPR0224-027;0,75;1932;01932 WOHN AANSLUITKLEM;Aansluitrail;V: Verdelers ABB
264163;22PPR0224-027;12;7324909;ABB AARDL.AUT. 1P+N C KAR 16A 30MA 6KA;Aardlekautomaat;V: Verdelers ABB
264163;22PPR0224-027;14;7522568;SN201 B16 ABB INST.AUT.1P+N 6-10KA B 16A;Installatieautomaat;V: Verdelers ABB
264163;22PPR0224-027;3;7348769;ABB TZ107 FLENSPLAAT BLIND;Invoerplaat voor op sparing kast/lessenaar;V: Verdelers ABB
264163;22PPR0224-027;4;5ST37711;SIEM AANSLUITKLEM  5ST3771-1;Toebehoren voor stroomrail;V: Verdelers ABB
264163;22PPR0224-027;4;7348775;ABB WR-MONTPROFIEL 900MM ZW372;Profiel voor kast/lessenaar;V: Verdelers ABB
264163;22PPR0224-027;18;KLEIN;Kleinmateriaal;;V: Verdelers ABB
264163;22PPR0224-027;12;7893208;PHOE PTTB 4 KLEM;Verbindingsrijgklem;V: Verdelers ABB
264163;22PPR0224-027;15;7893199;PHOE PTTB 2,5-L/N VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
264163;22PPR0224-027;3;7855950;PHOE PTTB 2,5 VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
264163;22PPR0224-027;7;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
264164;22PPR0224-028;2;7348772;TZ604 ABB MONTAGEPROFIEL HOUDER WR/E;Montagetoebehoren voor kast/lessenaar;V: Verdelers ABB
264164;22PPR0224-028;1;10028431;ABB SC203-C25NA INST.AUT. 3P+N 25A C-KAR;Installatieautomaat;V: Verdelers ABB
264164;22PPR0224-028;1;7500096;MBK107 ABB MONT-KIT TBV RIJGKL;Inbouwunit leeg;V: Verdelers ABB
264164;22PPR0224-028;1;7500084;MBK207 ABB MONTAGEKIT ZONDER SLEUF;Inbouwunit leeg;V: Verdelers ABB
264164;22PPR0224-028;1;6413546;ESKV40 WIS KABELWARTEL M40 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264164;22PPR0224-028;1;6413132;EMUG40 WIS CONTRAMOER M40 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264164;22PPR0224-028;1;7907468;ABB ZWENKGREEP TZ510;Deursluiting voor kast/lessenaar;V: Verdelers ABB
264164;22PPR0224-028;1;OVK1WR1000;OVK PE-unirail 1xWohner WR1000 Cu 20x5. L=998mm;;V: Verdelers ABB
264164;22PPR0224-028;1;7629091;HAGER VERDDELERKLEM 4P 125A;Inbouwunit met verdeelklemmen;V: Verdelers ABB
264164;22PPR0224-028;1;7909340;ABB 2CPX010641R9999 AFSCHERMSET 3B 6RE;Afdekprofiel voor kast/lessenaar;V: Verdelers ABB
264164;22PPR0224-028;1;7909331;ABB TG306G KAST 950X800X225 IP55;Installatiekast leeg;V: Verdelers ABB
264164;22PPR0224-028;1;7508237;PS 4/12/16 ABB VERZAMELRAIL;Kamrail;V: Verdelers ABB
264164;22PPR0224-028;1;7808027;138574 EAT CILLINDERSLOT PHZ-E10/30-U;Binnenwerk slot voor kast/lessenaar;V: Verdelers ABB
264164;22PPR0224-028;1;7348762;ABB ZL8 AARDINGSSET KASTEN;Litze;V: Verdelers ABB
264164;22PPR0224-028;1;2859181;PHOE VAL-MS 320/3+1/FM;Netoverspanningsbeveiliging;V: Verdelers ABB
264164;22PPR0224-028;2;7374275;PS 4/12NA ABB VERZAMELRAIL L1N 12 MOD;Kamrail;V: Verdelers ABB
264164;22PPR0224-028;2;7501894;ABB MBG412 MONTAGEKIT V VELD+DIN SL.;Inbouwunit leeg;V: Verdelers ABB
264164;22PPR0224-028;2;7348773;ABB MBG422 MONTAGEKIT V VELD+DIN SL.;Inbouwunit leeg;V: Verdelers ABB
264164;22PPR0224-028;2;7320046;ABB ENERGIEMETER 3F DIRECT 65A 230/400V;Elektriciteitsmeter;V: Verdelers ABB
264164;22PPR0224-028;2;7508260;SC203 C16 NA ABB INST.AUTOM.CB 3P+N C 16A;Installatieautomaat;V: Verdelers ABB
264164;22PPR0224-028;2;7348771;TZ601 ABB MONTAGERAIL TBV TG;Montagetoebehoren voor kast/lessenaar;V: Verdelers ABB
264164;22PPR0224-028;1;7522493;SN201 B 6 ABB INST.AUT.1P+N 6-10KA B 6A;Installatieautomaat;V: Verdelers ABB
264164;22PPR0224-028;19;6413108;EMUG20 WIS CONTRAMOER M20 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264164;22PPR0224-028;8;6413116;EMUG25 WIS CONTRAMOER M25 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers ABB
264164;22PPR0224-028;8;6413520;ESKV25 WIS KABELWARTEL M25 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264164;22PPR0224-028;19;6413512;ESKV20 WIS KABELWARTEL M20 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264164;22PPR0224-028;8;6413520;ESKV25 WIS KABELWARTEL M25 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers ABB
264164;22PPR0224-028;0,75;1932;01932 WOHN AANSLUITKLEM;Aansluitrail;V: Verdelers ABB
264164;22PPR0224-028;10;7324909;ABB AARDL.AUT. 1P+N C KAR 16A 30MA 6KA;Aardlekautomaat;V: Verdelers ABB
264164;22PPR0224-028;9;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers ABB
264164;22PPR0224-028;11;7522568;SN201 B16 ABB INST.AUT.1P+N 6-10KA B 16A;Installatieautomaat;V: Verdelers ABB
264164;22PPR0224-028;3;7348769;ABB TZ107 FLENSPLAAT BLIND;Invoerplaat voor op sparing kast/lessenaar;V: Verdelers ABB
264164;22PPR0224-028;4;5ST37711;SIEM AANSLUITKLEM  5ST3771-1;Toebehoren voor stroomrail;V: Verdelers ABB
264164;22PPR0224-028;4;7348775;ABB WR-MONTPROFIEL 900MM ZW372;Profiel voor kast/lessenaar;V: Verdelers ABB
264164;22PPR0224-028;17;KLEIN;Kleinmateriaal;;V: Verdelers ABB
264164;22PPR0224-028;18;7893199;PHOE PTTB 2,5-L/N VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
264164;22PPR0224-028;5;7855950;PHOE PTTB 2,5 VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
264164;22PPR0224-028;7;7893208;PHOE PTTB 4 KLEM;Verbindingsrijgklem;V: Verdelers ABB
